"Cod.","Ruolo","Nome","Voto","Gf","Gs","Rp","Rs","Rf","Au","Amm","Esp","Ass","Asf","Gdv","Gdp","Day","FantasyEvaluation","Year"
353,"D","ABATE",5,0,0,0,0,0,0,1,0,0,0,0,0,15,5,"2017-18"
2169,"D","RODRIGUEZ R",5.5,0,0,0,0,0,0,1,0,0,0,0,0,15,5.5,"2017-18"
460,"D","ROMAGNOLI A",5,0,0,0,0,0,0,0,1,0,0,0,0,15,5,"2017-18"
2168,"D","MUSACCHIO",5,0,0,0,0,0,0,0,0,0,0,0,0,15,5,"2017-18"
365,"D","ZAPATA C",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
372,"C","MONTOLIVO",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
1850,"C","KESSIE'",6.5,0,0,0,0,0,0,1,0,0,0,0,0,15,6.5,"2017-18"
375,"C","SUSO",5,0,0,0,0,0,0,0,0,0,0,0,0,15,5,"2017-18"
331,"C","BIGLIA",5,0,0,0,0,0,0,0,0,0,0,0,0,15,5,"2017-18"
367,"C","BONAVENTURA",7,1,0,0,0,0,0,0,0,1,0,0,0,15,11,"2017-18"
2187,"A","BORINI",5,0,0,0,0,0,0,0,0,0,0,0,0,15,5,"2017-18"
652,"A","KALINIC",6.5,1,0,0,0,0,0,0,0,0,0,0,0,15,9.5,"2017-18"
2641,"ALL","GATTUSO",5,0,0,0,0,0,0,0,0,0,0,0,0,15,5,"2017-18"
387,"P","REINA",7,0,1,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
392,"D","KOULIBALY",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
142,"D","MARIO RUI",5,0,0,0,0,0,0,1,0,0,0,0,0,15,5,"2017-18"
394,"D","MAGGIO",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
140,"D","HYSAJ",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
388,"D","ALBIOL",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
397,"C","ALLAN",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
402,"C","HAMSIK",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
404,"C","JORGINHO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
152,"C","ZIELINSKI",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
410,"A","MERTENS",5,0,0,0,0,0,0,1,0,0,0,0,0,15,5,"2017-18"
2195,"A","OUNAS",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
409,"A","INSIGNE",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
406,"A","CALLEJON",5,0,0,0,0,0,0,0,0,0,0,0,0,15,5,"2017-18"
688,"ALL","SARRI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
1964,"P","ALISSON",6.5,0,1,1,0,0,0,0,0,0,0,0,0,15,8.5,"2017-18"
417,"D","EMERSON",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
256,"D","JUAN JESUS",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
2214,"D","KOLAROV",7,0,0,0,0,0,0,0,0,1,0,0,0,15,8,"2017-18"
459,"D","MANOLAS",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
2201,"C","UNDER",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
470,"C","STROOTMAN",7,1,0,0,0,0,0,0,0,0,0,1,0,15,10,"2017-18"
530,"C","PELLEGRINI",7,1,0,0,0,0,0,0,0,0,0,0,0,15,10,"2017-18"
464,"C","FLORENZI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,15,6.5,"2017-18"
1967,"C","GERSON",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
2193,"C","GONALONS",6,0,0,0,0,0,0,1,0,0,0,0,0,15,6,"2017-18"
795,"A","EL SHAARAWY",7,0,0,0,0,0,0,0,0,2,0,0,0,15,9,"2017-18"
647,"A","DZEKO",7.5,1,0,0,0,0,0,0,0,0,0,0,0,15,10.5,"2017-18"
1974,"A","SCHICK",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
691,"ALL","DI FRANCESCO",7,0,0,0,0,0,0,0,0,0,0,0,0,15,7,"2017-18"
484,"P","VIVIANO",6,0,2,0,0,0,0,0,0,0,0,0,0,15,4,"2017-18"
1895,"D","FERRARI G",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
2104,"D","BERESZYNSKI",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
492,"D","SILVESTRE",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
1868,"D","MURRU",5,0,0,0,0,0,0,0,0,0,0,0,0,15,5,"2017-18"
1972,"C","TORREIRA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,15,6.5,"2017-18"
2287,"C","RAMIREZ",6.5,0,0,0,0,0,0,0,0,0,0,0,0,15,6.5,"2017-18"
2065,"C","PRAET",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
494,"C","BARRETO E",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
775,"C","ALVAREZ R",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
600,"C","VERRE",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
608,"A","ZAPATA D",7,1,0,0,0,0,0,0,0,0,0,0,0,15,10,"2017-18"
568,"A","QUAGLIARELLA",6,0,0,0,0,0,0,0,0,1,0,0,0,15,7,"2017-18"
2198,"A","KOWNACKI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
681,"ALL","GIAMPAOLO",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
509,"P","CONSIGLI",6.5,0,3,0,0,0,0,0,0,0,0,0,0,15,3.5,"2017-18"
516,"D","CANNAVARO",4.5,0,0,0,0,0,0,1,0,0,0,0,0,15,4.5,"2017-18"
513,"D","ACERBI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
418,"D","GOLDANIGA",5,0,0,0,0,0,0,0,0,0,0,0,0,15,5,"2017-18"
519,"D","GAZZOLA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
2006,"D","LIROLA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
521,"D","PELUSO",5,0,0,0,0,0,0,0,0,0,0,0,0,15,5,"2017-18"
528,"C","MAGNANELLI",5,0,0,0,0,0,0,1,0,0,0,0,0,15,5,"2017-18"
529,"C","MISSIROLI",5,0,0,0,0,0,0,0,0,0,0,0,0,15,5,"2017-18"
380,"A","MATRI",5,0,0,0,0,0,0,0,0,0,0,0,0,15,5,"2017-18"
536,"A","POLITANO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
2073,"A","RAGUSA",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
532,"A","FALCINELLI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
531,"A","BERARDI",5.5,0,0,0,0,0,0,1,0,0,0,0,0,15,5.5,"2017-18"
689,"ALL","IACHINI",5,0,0,0,0,0,0,0,0,0,0,0,0,15,5,"2017-18"
540,"P","GOMIS A",6.5,0,3,0,0,0,0,0,0,0,0,0,0,15,3.5,"2017-18"
708,"D","FELIPE",4,0,0,0,0,0,0,0,1,0,0,0,0,15,4,"2017-18"
1893,"D","CREMONESI",5,0,0,0,0,0,0,0,0,0,0,0,0,15,5,"2017-18"
106,"D","MATTIELLO",5,0,0,0,0,0,0,0,0,0,0,0,0,15,5,"2017-18"
2261,"D","VICARI",5,0,0,0,0,0,0,0,0,0,0,0,0,15,5,"2017-18"
631,"C","VIVIANI",6.5,1,0,0,1,0,0,0,0,0,0,0,0,15,6.5,"2017-18"
2264,"C","MORA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
2263,"C","LAZZARI M",5,0,0,0,0,0,0,0,0,0,0,0,0,15,5,"2017-18"
60,"C","RIZZO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
2266,"C","SCHIAVON",5.5,0,0,0,0,0,0,1,0,0,0,0,0,15,5.5,"2017-18"
27,"C","GRASSI",5.5,0,0,0,0,0,0,1,0,0,0,0,0,15,5.5,"2017-18"
722,"A","BORRIELLO",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
505,"A","BONAZZOLI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
126,"A","PALOSCHI",5,0,0,0,0,0,0,0,0,0,0,0,0,15,5,"2017-18"
2269,"ALL","SEMPLICI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
2179,"P","SIRIGU",6,0,1,0,0,0,0,0,0,0,0,0,0,15,5,"2017-18"
2288,"D","N'KOULOU",7,1,0,0,0,0,0,0,0,0,0,0,0,15,10,"2017-18"
487,"D","DE SILVESTRI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,15,6.5,"2017-18"
1979,"D","BARRECA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
706,"D","ANSALDI",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
222,"D","BURDISSO",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
556,"C","BASELLI",5,0,0,0,0,0,0,1,0,0,0,0,0,15,5,"2017-18"
560,"C","OBI",6,0,0,0,0,0,0,1,0,0,0,0,0,15,6,"2017-18"
238,"C","RINCON",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
478,"A","LJAJIC",6.5,0,0,0,0,0,0,0,0,0,1,0,0,15,6.5,"2017-18"
441,"A","BELOTTI",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
1981,"A","BOYE'",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
1839,"A","EDERA",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
475,"A","IAGO FALQUE",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
687,"ALL","MIHAJLOVIC",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
95,"P","BIZZARRI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,15,6.5,"2017-18"
1984,"D","ANGELLA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
575,"D","ADNAN",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
578,"D","DANILO",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
2280,"D","NUYTINCK",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
790,"D","SAMIR",6.5,0,0,0,0,0,0,0,0,0,0,0,0,15,6.5,"2017-18"
588,"D","WIDMER",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
1996,"C","DE PAUL",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
1987,"C","JANKTO",7.5,2,0,0,0,0,0,0,0,0,0,1,0,15,13.5,"2017-18"
1986,"C","FOFANA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,15,6.5,"2017-18"
2172,"C","BARAK",7,0,0,0,0,0,0,0,0,1,0,0,0,15,8,"2017-18"
605,"A","PERICA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,15,6.5,"2017-18"
566,"A","MAXI LOPEZ",7,0,0,0,0,0,0,0,0,1,0,0,0,15,8,"2017-18"
90,"A","LASAGNA",6.5,1,0,0,0,0,0,0,0,0,0,0,0,15,9.5,"2017-18"
1963,"ALL","ODDO",7,0,0,0,0,0,0,0,0,0,0,0,0,15,7,"2017-18"
2271,"P","NICOLAS",6,0,1,0,0,0,0,0,0,0,0,0,0,15,5,"2017-18"
621,"D","ROMULO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
622,"D","SOUPRAYEN",6,0,0,0,0,0,0,1,0,0,0,0,0,15,6,"2017-18"
2273,"D","CARACCIOLO A",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
45,"D","FERRARI A",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
297,"C","BUCHEL",6,0,0,0,0,0,0,1,0,0,0,0,0,15,6,"2017-18"
264,"C","BESSA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
2274,"C","VALOTI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
2199,"C","ZUCULINI B",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
61,"C","ZUCULINI F",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
215,"A","VERDE",5,0,0,0,0,0,0,0,0,0,0,0,0,15,5,"2017-18"
2097,"A","KEAN",6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,"2017-18"
2324,"A","LEE",5.5,0,0,0,0,0,0,0,0,0,0,0,0,15,5.5,"2017-18"
378,"A","CERCI",5,0,0,0,0,0,0,0,0,0,0,0,0,15,5,"2017-18"
2282,"ALL","PECCHIA",5,0,0,0,0,0,0,0,0,0,0,0,0,15,5,"2017-18"
316,"P","BERISHA",7,0,1,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
1847,"D","CALDARA",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
2130,"D","HATEBOER",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
15,"D","MASIELLO A",7,1,0,0,0,0,0,1,0,0,0,1,0,16,10,"2017-18"
2181,"D","PALOMINO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,16,6.5,"2017-18"
695,"D","TOLOI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
1852,"C","SPINAZZOLA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
177,"C","ILICIC",7.5,1,0,0,0,0,0,0,0,1,0,0,0,16,11.5,"2017-18"
788,"C","FREULER",7,0,0,0,0,0,0,0,0,0,0,0,0,16,7,"2017-18"
779,"C","CRISTANTE",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
22,"C","DE ROON",6,0,0,0,0,0,0,1,0,0,0,0,0,16,6,"2017-18"
2163,"A","CORNELIUS",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
26,"A","GOMEZ A",6.5,0,0,0,0,0,0,0,0,0,0,0,0,16,6.5,"2017-18"
383,"A","PETAGNA",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
684,"ALL","GASPERINI",7.5,0,0,0,0,0,0,0,0,0,0,0,0,16,7.5,"2017-18"
481,"P","BRIGNOLI",6,0,2,0,0,0,0,0,0,0,0,0,0,16,4,"2017-18"
514,"D","ANTEI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,16,6.5,"2017-18"
787,"D","DJIMSITI",5,0,0,0,0,0,0,0,0,0,0,0,0,16,5,"2017-18"
138,"D","COSTA",4.5,0,0,0,0,0,0,1,0,0,0,0,0,16,4.5,"2017-18"
2239,"D","GYAMFI",5,0,0,0,0,0,0,1,0,0,0,0,0,16,5,"2017-18"
74,"D","LETIZIA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
1955,"C","MEMUSHAJ",6.5,0,0,0,0,0,0,0,0,0,0,0,0,16,6.5,"2017-18"
2244,"C","DEL PINTO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
21,"C","D'ALESSANDRO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,16,6.5,"2017-18"
202,"C","CHIBSAH",5,0,0,0,0,0,0,0,0,0,0,0,0,16,5,"2017-18"
2243,"C","CICIRETTI",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
2321,"A","ARMENTEROS",5,0,0,0,0,0,0,0,0,0,0,0,0,16,5,"2017-18"
1982,"A","PARIGINI",5,0,0,0,0,0,0,0,0,0,0,0,0,16,5,"2017-18"
281,"A","PUSCAS",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
2093,"ALL","DE ZERBI",5,0,0,0,0,0,0,0,0,0,0,0,0,16,5,"2017-18"
41,"P","MIRANTE",6,0,2,0,0,0,0,0,0,0,0,0,0,16,4,"2017-18"
49,"D","MASINA",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
461,"D","TOROSIDIS",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
419,"D","GONZALEZ G",5,0,0,0,0,0,0,0,0,0,0,0,0,16,5,"2017-18"
615,"D","HELANDER",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
669,"C","DONSAH",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
275,"C","TAIDER",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
644,"C","PULGAR",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
1859,"C","NAGY",6.5,0,0,0,0,0,0,0,0,0,0,0,0,16,6.5,"2017-18"
376,"C","VERDI",7,1,0,0,0,0,0,0,0,0,0,0,0,16,10,"2017-18"
2100,"A","OKWONKWO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
280,"A","PALACIO",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
2114,"A","PETKOVIC",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
472,"A","DESTRO",6.5,0,0,0,0,0,0,0,0,1,0,0,0,16,7.5,"2017-18"
760,"ALL","DONADONI",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
2178,"P","CRAGNO",6.5,0,2,0,0,0,0,0,0,0,0,0,0,16,4.5,"2017-18"
1866,"D","CEPPITELLI",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
251,"D","ANDREOLLI",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
1869,"D","PISACANE",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
2279,"D","ROMAGNA",5,0,0,0,0,0,0,0,0,0,0,0,0,16,5,"2017-18"
2319,"D","VAN DER WIEL",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
301,"D","PADOIN",5,0,0,0,0,0,0,0,0,0,0,0,0,16,5,"2017-18"
627,"C","IONITA",6.5,0,0,0,0,0,0,1,0,1,0,0,0,16,7.5,"2017-18"
1874,"C","JOAO PEDRO",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
20,"C","CIGARINI",5.5,0,0,0,0,0,0,1,0,0,0,0,0,16,5.5,"2017-18"
1872,"C","DESSENA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
2116,"C","FARAGO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
1879,"A","FARIAS",7,1,0,0,0,0,0,1,0,0,0,0,0,16,10,"2017-18"
247,"A","PAVOLETTI",7,1,0,0,0,0,0,0,0,0,0,0,1,16,10,"2017-18"
2125,"ALL","LOPEZ D",6.5,0,0,0,0,0,0,0,0,0,0,0,0,16,6.5,"2017-18"
413,"P","SORRENTINO",8,0,0,0,0,0,0,0,0,0,0,0,0,16,8,"2017-18"
169,"D","TOMOVIC",6.5,0,0,0,0,0,0,0,0,0,0,0,0,16,6.5,"2017-18"
2208,"D","JAROSZYNSKI",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
101,"D","DAINELLI",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
2141,"D","DEPAOLI",5,0,0,0,0,0,0,1,0,0,0,0,0,16,5,"2017-18"
104,"D","GAMBERINI",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
99,"D","CACCIATORE",6.5,0,0,0,0,0,0,0,0,0,0,0,0,16,6.5,"2017-18"
2072,"C","BASTIEN",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
111,"C","BIRSA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,16,6.5,"2017-18"
118,"C","RADOVANOVIC",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
2327,"A","STEPINSKI",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
123,"A","INGLESE",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
124,"A","MEGGIORINI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
680,"ALL","MARAN",6.5,0,0,0,0,0,0,0,0,0,0,0,0,16,6.5,"2017-18"
1889,"P","CORDAZ",7,0,2,1,0,0,0,0,0,0,0,0,0,16,8,"2017-18"
1891,"D","CECCHERINI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
765,"D","AJETI",6.5,0,0,0,0,0,0,1,0,0,0,0,0,16,6.5,"2017-18"
1896,"D","MARTELLA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,16,6.5,"2017-18"
1898,"D","SAMPIRISI",5,0,0,0,0,0,0,0,0,0,0,0,0,16,5,"2017-18"
121,"C","STOIAN",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
700,"C","TONEV",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
2326,"C","ROMERO A",5.5,0,0,0,0,0,0,1,0,0,0,0,0,16,5.5,"2017-18"
2014,"C","ROHDEN",5,0,0,0,0,0,0,0,0,0,0,0,0,16,5,"2017-18"
1933,"C","MANDRAGORA",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
772,"C","KRAGL",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
1901,"C","BARBERIS",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
1973,"A","BUDIMIR",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
789,"A","TROTTA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
690,"ALL","ZENGA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
4,"P","SPORTIELLO",7,0,0,0,0,0,0,0,0,0,0,0,0,16,7,"2017-18"
2309,"D","PEZZELLA GER",7,0,0,0,0,0,0,0,0,0,0,0,0,16,7,"2017-18"
141,"D","LAURINI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
252,"D","BIRAGHI",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
642,"D","ASTORI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,16,6.5,"2017-18"
2177,"D","GASPAR B",6,0,0,0,0,0,0,1,0,0,0,0,0,16,6,"2017-18"
2301,"C","GIL DIAS",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
170,"C","BADELJ",6,0,0,0,0,0,0,1,0,0,0,0,0,16,6,"2017-18"
557,"C","BENASSI",5,0,0,0,0,0,0,0,0,0,0,0,0,16,5,"2017-18"
2002,"C","CHIESA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
2058,"C","SANCHEZ C",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
2215,"C","VERETOUT",6.5,0,0,0,0,0,0,1,0,0,0,0,0,16,6.5,"2017-18"
2061,"A","SIMEONE",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
606,"A","THEREAU",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
676,"ALL","PIOLI",7,0,0,0,0,0,0,0,0,0,0,0,0,16,7,"2017-18"
218,"P","PERIN",7,0,2,0,0,0,0,0,0,0,0,0,0,16,5,"2017-18"
198,"D","ROSI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
78,"D","SPOLLI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,16,6.5,"2017-18"
226,"D","IZZO",5,0,0,0,0,0,0,1,0,0,0,0,0,16,5,"2017-18"
493,"D","ZUKANOVIC",5,0,0,0,0,0,0,0,0,0,0,0,0,16,5,"2017-18"
2111,"C","TAARABT",6,0,0,0,0,0,0,0,0,1,0,0,0,16,7,"2017-18"
235,"C","LAXALT",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
2011,"C","MIGUEL VELOSO",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
2293,"C","OMEONGA",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
438,"C","RIGONI L",5,0,0,0,0,0,0,0,0,0,0,0,0,16,5,"2017-18"
366,"C","BERTOLACCI",7.5,1,0,0,0,0,0,1,0,0,0,0,0,16,10.5,"2017-18"
2013,"A","RICCI",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
245,"A","PANDEV",5.5,0,0,0,0,0,0,1,0,0,0,0,0,16,5.5,"2017-18"
1939,"A","LAPADULA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
762,"ALL","BALLARDINI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
250,"P","HANDANOVIC",7,0,0,0,0,0,0,0,0,0,0,0,0,16,7,"2017-18"
253,"D","D'AMBROSIO",5.5,0,0,0,0,0,0,1,0,0,0,0,0,16,5.5,"2017-18"
2289,"D","DALBERT",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
257,"D","MIRANDA",7,0,0,0,0,0,0,0,0,0,0,0,0,16,7,"2017-18"
262,"D","SANTON",5.5,0,0,0,0,0,0,1,0,0,0,0,0,16,5.5,"2017-18"
798,"D","SKRINIAR",6.5,0,0,0,0,0,0,0,0,0,0,0,0,16,6.5,"2017-18"
181,"C","VECINO",6,0,0,0,0,0,0,1,0,0,0,0,0,16,6,"2017-18"
704,"C","PERISIC",5.5,0,0,0,0,0,0,1,0,0,0,0,0,16,5.5,"2017-18"
801,"C","GAGLIARDINI",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
332,"C","CANDREVA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,16,5.5,"2017-18"
172,"C","BORJA VALERO",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
265,"C","BROZOVIC",5.5,0,0,0,0,0,0,1,0,0,0,0,0,16,5.5,"2017-18"
277,"A","ICARDI",5,0,0,0,0,0,0,0,0,0,0,0,0,16,5,"2017-18"
506,"A","EDER",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
782,"ALL","SPALLETTI",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
453,"P","SZCZESNY",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
358,"D","DE SCIGLIO",6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"2017-18"
288,"D","CHIELLINI",7,0,0,0,0,0,0,0,0,0,0,0,0,16,7,"2017-18"
1931,"D","BENATIA",6.5,0,0,0,0,0,0,1,0,0,0,0,0,16,6.5,"2017-18"
