"Name","VarianceFantasyEvaluation","PlayedMatches","MeanFantasyEvaluation","Team"
"SAMIR","1.19784946236559","31","5.75806451612903","Udinese"
"SAMPIRISI","0.294623655913978","31","5.69354838709677","Crotone"
"SANCHEZ C","2.13194444444444","9","6.22222222222222","Fiorentina"
"SANDRO","1.44642857142857","14","6.32142857142857","Benevento"
"SANOGO","0","2","6","Benevento"
"SANTON","0.578571428571429","15","5.6","Inter"
"SANTURRO","0","1","5.5","Bologna"
"SAPONARA","0.592320261437909","18","6.19444444444444","Fiorentina"
"SARRI","0.539829302987198","38","6.52631578947368",
"SAU","1.81034482758621","29","5.89655172413793","Cagliari"
"SCAMACCA","0","3","6","Sassuolo"
"SCHIATTARELLA","0.781182795698925","31","6.25806451612903","SPAL"
"SCHIAVON","0.0511363636363636","12","5875","SPAL"
"SCHICK","1.84469696969697","22","6.02272727272727","Roma"
"SCUFFET","6.16666666666667","6","4.33333333333333","Udinese"
"SEMPLICI","0.515825035561878","38","6.06578947368421",
"SENSI","2.30514705882353","17","6.35294117647059","Sassuolo"
"SEPE","0","1","6","Napoli"
"SILVA J","0","2","6","Roma"
"SILVESTRE","1.02072192513369","34","6.04411764705882","Sampdoria"
"SILVESTRI","2","2","3","Verona"
"SIMEONE","7.35988620199146","38","7.21052631578947","Fiorentina"
"SIMIC L","2.16666666666667","6","6.66666666666667","SPAL"
"SIMIC S","0.194444444444444","9","5.77777777777778","Crotone"
"SIMY","5.39723320158103","23","7.02173913043478","Crotone"
"SIRIGU","2.65465465465465","37","5.39189189189189","Torino"
"SKORUPSKI","0","1","6.5","Roma"
"SKRINIAR","1.64669274537696","38","6.59210526315789","Inter"
"SORRENTINO","4.0398293029872","38","4.97368421052632","Chievo"
"SOUPRAYEN","0.350649350649351","22","5.27272727272727","Verona"
"SPALLETTI","0.868598862019915","38","6.17105263157895",
"SPARANDEO","0","1","5","Benevento"
"SPINAZZOLA","0.496732026143791","18","5.94444444444444","Atalanta"
"SPOLLI","0.383333333333333","21","6.16666666666667","Genoa"
"SPORTIELLO","2.71734234234234","37","5.13513513513514","Fiorentina"
"STEPINSKI","3.42694805194805","22","6.61363636363636","Chievo"
"STIJEPOVIC","0","1","6","Sampdoria"
"STOIAN","1.53931451612903","32","6.09375","Crotone"
"STRAKOSHA","2.39420341394026","38","5.06578947368421","Lazio"
"STRINIC","0.733455882352941","17","6.02941176470588","Sampdoria"
"STROOTMAN","0.828377016129032","32","5.953125","Roma"
"STRYGER LARSEN","0.466954022988506","30","5.91666666666667","Udinese"
"STURARO","0.0662878787878788","12","5.79166666666667","Juventus"
"SUSO","4.24705882352941","35","6.9","Milan"
"SZCZESNY","1.23345588235294","17","5.52941176470588","Juventus"
"TAARABT","2.52813852813853","22","6.36363636363636","Genoa"
"TAIDER","0.3125","9","6.16666666666667","Bologna"
"THEREAU","5.11038961038961","22","7.09090909090909","Fiorentina"
"TOLOI","0.606451612903226","31","6.33870967741935","Atalanta"
"TOMOVIC","0.581896551724138","29","5.72413793103448","Chievo"
"TONELLI","5.5625","4","6125","Napoli"
"TONEV","125","8","5625","Crotone"
"TOROSIDIS","0.165625","16","5.78125","Bologna"
"TORRASI","0","1","6","Milan"
"TORREIRA","3.03551587301587","36","6.48611111111111","Sampdoria"
"TOSCA","0.58974358974359","13","5.61538461538461","Benevento"
"TROTTA","4.0445632798574","34","6.52941176470588","Crotone"
"TUDOR","0.416666666666667","4","6.25",
"TUMMINELLO","2.89166666666667","10","7.15","Crotone"
"TUPTA","125","2","5.75","Verona"
"UNDER","5.63846153846154","26","6.96153846153846","Roma"
"VAISANEN","0.452380952380952","7","5.57142857142857","SPAL"
"VALDIFIORI","0.224358974358974","13","5.65384615384615","Torino"
"VALOTI","3.15846153846154","26","5.96153846153846","Verona"
"VAN DER WIEL","425","5","5.6","Cagliari"
"VECINO","1.90024630541872","29","6.31034482758621","Inter"
"VENUTI","0.606989247311828","31","5.40322580645161","Benevento"
"VERDE","1.56896551724138","30","6","Verona"
"VERDI","4.75579322638146","34","7.32352941176471","Bologna"
"VERETOUT","5.09107142857143","36","6.79166666666667","Fiorentina"
"VERRE","0.0882352941176471","18","5.83333333333333","Sampdoria"
"VICARI","0.513368983957219","34","5.82352941176471","SPAL"
"VIDO","0.0625","4","5875","Atalanta"
"VIOLA","2.64492753623188","24","6.08333333333333","Benevento"
"VITALE","0","2","6","SPAL"
"VITOR HUGO","1.51608187134503","19","6.10526315789474","Fiorentina"
"VIVIANI","1.36453201970443","29","6.31034482758621","SPAL"
"VIVIANO","5.25","27","5","Sampdoria"
"VOLPICELLI","0","1","6","Benevento"
"VUKOVIC","2.07857142857143","15","5.9","Verona"
"WAGUE","0","1","5","Udinese"
"WALLACE","0.442307692307692","13","5.73076923076923","Lazio"
"WIDMER","2.12998188405797","24","6.27083333333333","Udinese"
"ZACCAGNI","175","6","5.75","Verona"
"ZAMPANO","2075","6","6.25","Udinese"
"ZANELLATO","0","1","5.5","Crotone"
"ZAPATA C","0.674242424242424","12","6.08333333333333","Milan"
"ZAPATA D","4.71612903225806","31","7.37096774193548","Sampdoria"
"ZAPPACOSTA","125","2","5.75","Torino"
"ZEKHNINI","0","1","6","Fiorentina"
"ZENGA","0.760869565217391","23","5.97826086956522",
"ZIELINSKI","1.93551587301587","36","6.48611111111111","Napoli"
"ZUCULINI B","2.95","16","5875","Verona"
"ZUCULINI F","0.0727272727272727","11","5.95454545454545","Verona"
"ZUKANOVIC","0.416666666666667","31","6","Genoa"
